agent_name	agent_id	event_action	utc_time	process_guid	process_id	query_name	query_status	query_results	image	user
DESKTOP-0FS3LG3	f98ce9dc-4df6-445a-890d-c7a5368c230d	Dns query	2023-06-05 05:28:57.125	{145e89fa-894a-64d1-066a-000000000f00}	11220	elb-p-gld-dls-an2-75892243.ap-northeast-2.elb.amazonaws.com	0	::ffff:142.250.207.106;::ffff:142.250.206.202;::ffff:172.217.161.202;::ffff:142.250.76.138;::ffff:142.250.206.234;::ffff:172.217.25.170;	C:\Program Files (x86)\G2BRUN\g2brun.exe	DESKTOP-0FS3LG3\spdlq
