agent_name	agent_id	event_action	utc_time	process_guid	process_id	user	image	target_Filename	hashes	is_executable	archived
DESKTOP-0FS3LG3	f98ce9dc-4df6-445a-890d-c7a5368c230d	File Delete archived,	2023-06-05 05:32:01.135	{145e89fa-a02a-64d1-ff6e-000000000f00}	18572	DESKTOP-0FS3LG3\spdlq	C:\Program Files (x86)\ESTsoft\ALPDF\ALPDF.exe	C:\Windows\Boot\BootDebuggerFiles.ini	SHA1=2F49628B5EFA642C6E5EE4FAB6D91C3CB4F3E962,MD5=2C1E99161F65B09F9963BD11E8839F0F,SHA256=03BBBD5DC10AD234D2C829CD0D69C33F43AAC870BC191A8C7DAC77A812575838,IMPHASH=00000000000000000000000000000000	false	true
